Original;LogTimestamp;LogID;Ret;Sz;Blk;LogDataBytes;timestamps;echoByte;PGN;Priority;Source;Destination;DataBytes;DataLength;ID;BusChannel;IDE;DLC;Dir;EDL;BRS;PgnLabel;PgnInDbc
000001.423435 (000.005041)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF B9 00 04 F0 00 03 00 FF FE 7D 7D 00 00 FF FF FF;000001.423435;00;0019;02048;1;0011EFB90004F0000300FFFE7D7D0000FFFFFF;1.6471997201430003e-39;00;00F004;03;00;FF;FE7D7D0000FFFFFF;8;CF00400;1;1;8;1;1;1;Electronic Engine Controller 1;J1939 DBC
000001.428654 (000.005219)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF C8 00 20 FF 00 03 00 FF 10 21 00 00 00 FF D0 FF;000001.428654;00;0019;02048;1;0011EFC80020FF000300FF1021000000FFD0FF;1.6472207396199652e-39;00;00FF20;03;00;FF;1021000000FFD0FF;8;CFF2000;1;1;8;1;1;1;Proprietary B;No
000001.432868 (000.004214)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF C9 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.432868;00;0019;02048;1;0011EFC9000000000303003900190000000000;1.6472221409184295e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.437342 (000.004474)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF DB 00 03 F0 00 03 05 FF 00 00 00 00 00 00 00 00;000001.437342;00;0019;02048;1;0011EFDB0003F0000305FF0000000000000000;1.6472473642907873e-39;00;00F003;03;05;FF;0000000000000000;8;CF00305;1;1;8;1;1;1;Electronic Engine Controller 2;J1939 DBC
000001.442983 (000.005641)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF DD 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.442983;00;0019;02048;1;0011EFDD000000000303003900190000000000;1.647250166887716e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.447069 (000.004086)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF DF 00 23 FF 00 03 03 FF 10 10 00 FD 43 FF FF 01;000001.447069;00;0019;02048;1;0011EFDF0023FF000303FF101000FD43FFFF01;1.6472529694846446e-39;00;00FF23;03;03;FF;101000FD43FFFF01;8;CFF2303;1;1;8;1;1;1;Proprietary B;No
000001.451248 (000.004179)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF E0 00 04 F0 00 03 00 FF FE 7D 7D 00 00 FF FF FF;000001.451248;00;0019;02048;1;0011EFE00004F0000300FFFE7D7D0000FFFFFF;1.647254370783109e-39;00;00F004;03;00;FF;FE7D7D0000FFFFFF;8;CF00400;1;1;8;1;1;1;Electronic Engine Controller 1;J1939 DBC
000001.455982 (000.004734)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF F0 00 20 FF 00 03 00 FF 10 21 00 00 00 FF D0 FF;000001.455982;00;0019;02048;1;0011EFF00020FF000300FF1021000000FFD0FF;1.647276791558538e-39;00;00FF20;03;00;FF;1021000000FFD0FF;8;CFF2000;1;1;8;1;1;1;Proprietary B;No
000001.460623 (000.004641)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF F1 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.460623;00;0019;02048;1;0011EFF1000000000303003900190000000000;1.6472781928570025e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.465222 (000.004599)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF F3 00 F0 FE 00 06 00 FF FF FF FF 00 00 FF 33 FF;000001.465222;00;0019;02048;1;0011EFF300F0FE000600FFFFFFFF0000FF33FF;1.647280995453931e-39;00;00FEF0;06;00;FF;FFFFFF0000FF33FF;8;18FEF000;1;1;8;1;1;1;Power Takeoff Information;J1939 DBC
000001.469965 (000.004743)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 EF F4 00 00 F0 00 06 0F FF C0 7D FF FF FF FF FF FF;000001.469965;00;0019;02048;1;0011EFF40000F000060FFFC07DFFFFFFFFFFFF;1.6472823967523955e-39;00;00F000;06;0F;FF;C07DFFFFFFFFFFFF;8;18F0000F;1;1;8;1;1;1;Electronic Retarder Controller 1;J1939 DBC
000001.475136 (000.005171)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 05 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.475136;00;0019;02048;1;0011F005000000000303003900190000000000;1.647306218826289e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.479991 (000.004855)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 06 00 23 FF 00 03 03 FF 10 10 00 FD 43 FF FF 01;000001.479991;00;0019;02048;1;0011F0060023FF000303FF101000FD43FFFF01;1.6473076201247533e-39;00;00FF23;03;03;FF;101000FD43FFFF01;8;CFF2303;1;1;8;1;1;1;Proprietary B;No
000001.484704 (000.004713)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 07 00 04 F0 00 03 00 FF FE 7D 7D 00 00 FF FF FF;000001.484704;00;0019;02048;1;0011F0070004F0000300FFFE7D7D0000FFFFFF;1.6473090214232176e-39;00;00F004;03;00;FF;FE7D7D0000FFFFFF;8;CF00400;1;1;8;1;1;1;Electronic Engine Controller 1;J1939 DBC
000001.489303 (000.004599)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 08 00 03 F0 00 03 00 FF F1 FF 00 00 FF FF 00 FF;000001.489303;00;0019;02048;1;0011F0080003F0000300FFF1FF0000FFFF00FF;1.647310422721682e-39;00;00F003;03;00;FF;F1FF0000FFFF00FF;8;CF00300;1;1;8;1;1;1;Electronic Engine Controller 2;J1939 DBC
000001.493466 (000.004163)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 18 00 20 FF 00 03 00 FF 10 21 00 00 00 FF D0 FF;000001.493466;00;0019;02048;1;0011F0180020FF000300FF1021000000FFD0FF;1.647332843497111e-39;00;00FF20;03;00;FF;1021000000FFD0FF;8;CFF2000;1;1;8;1;1;1;Proprietary B;No
000001.497833 (000.004367)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 19 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.497833;00;0019;02048;1;0011F019000000000303003900190000000000;1.6473342447955755e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.503543 (000.005711)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 1B 00 F1 FE 00 06 00 FF FF 00 00 00 00 00 E0 C0;000001.503543;00;0019;02048;1;0011F01B00F1FE000600FFFF0000000000E0C0;1.647337047392504e-39;00;00FEF1;06;00;FF;FF0000000000E0C0;8;18FEF100;1;1;8;1;1;1;Cruise Control/Vehicle Speed 1;J1939 DBC
000001.508306 (000.004763)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 2B 00 03 F0 00 03 05 FF 00 00 00 00 00 00 00 00;000001.508306;00;0019;02048;1;0011F02B0003F0000305FF0000000000000000;1.6473594681679333e-39;00;00F003;03;05;FF;0000000000000000;8;CF00305;1;1;8;1;1;1;Electronic Engine Controller 2;J1939 DBC
000001.511513 (000.003207)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 2D 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.511513;00;0019;02048;1;0011F02D000000000303003900190000000000;1.647362270764862e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.518572 (000.007059)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 2F 00 23 FF 00 03 03 FF 10 10 00 FD 43 FF FF 01;000001.518572;00;0019;02048;1;0011F02F0023FF000303FF101000FD43FFFF01;1.6473650733617906e-39;00;00FF23;03;03;FF;101000FD43FFFF01;8;CFF2303;1;1;8;1;1;1;Proprietary B;No
000001.522783 (000.004211)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 30 00 04 F0 00 03 00 FF FE 7D 7D 00 00 FF FF FF;000001.522783;00;0019;02048;1;0011F0300004F0000300FFFE7D7D0000FFFFFF;1.647366474660255e-39;00;00F004;03;00;FF;FE7D7D0000FFFFFF;8;CF00400;1;1;8;1;1;1;Electronic Engine Controller 1;J1939 DBC
000001.526941 (000.004158)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 40 00 20 FF 00 03 00 FF 10 21 00 00 00 FF D0 FF;000001.526941;00;0019;02048;1;0011F0400020FF000300FF1021000000FFD0FF;1.647388895435684e-39;00;00FF20;03;00;FF;1021000000FFD0FF;8;CFF2000;1;1;8;1;1;1;Proprietary B;No
000001.531692 (000.004750)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 41 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.531692;00;0019;02048;1;0011F041000000000303003900190000000000;1.6473902967341485e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.535933 (000.004242)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 43 00 F2 FE 00 06 00 FF 00 00 FF FF FF FF FF FF;000001.535933;00;0019;02048;1;0011F04300F2FE000600FF0000FFFFFFFFFFFF;1.647393099331077e-39;00;00FEF2;06;00;FF;0000FFFFFFFFFFFF;8;18FEF200;1;1;8;1;1;1;Fuel Economy (Liquid);J1939 DBC
000001.540449 (000.004516)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 55 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.540449;00;0019;02048;1;0011F055000000000303003900190000000000;1.647418322703435e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.544964 (000.004515)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 56 00 23 FF 00 03 03 FF 10 10 00 FD 43 FF FF 01;000001.544964;00;0019;02048;1;0011F0560023FF000303FF101000FD43FFFF01;1.6474197240018993e-39;00;00FF23;03;03;FF;101000FD43FFFF01;8;CFF2303;1;1;8;1;1;1;Proprietary B;No
000001.549683 (000.004719)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 57 00 04 F0 00 03 00 FF FE 7D 7D 00 00 FF FF FF;000001.549683;00;0019;02048;1;0011F0570004F0000300FFFE7D7D0000FFFFFF;1.6474211253003636e-39;00;00F004;03;00;FF;FE7D7D0000FFFFFF;8;CF00400;1;1;8;1;1;1;Electronic Engine Controller 1;J1939 DBC
000001.558284 (000.004330)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 68 00 CB FD 00 06 05 FF FF 00 FF FF FF FF FF FF;000001.558284;00;0019;02048;1;0011F06800CBFD000605FFFF00FFFFFFFFFFFF;1.647444947374257e-39;00;00FDCB;06;05;FF;FF00FFFFFFFFFFFF;8;18FDCB05;1;1;8;1;1;1;Off-Highway Engine Control Selection;J1939 DBC
000001.562337 (000.004052)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 69 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.562337;00;0019;02048;1;0011F069000000000303003900190000000000;1.6474463486727215e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.568050 (000.005714)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 6A 00 20 FF 00 03 00 FF 10 21 00 00 00 FF D0 FF;000001.568050;00;0019;02048;1;0011F06A0020FF000300FF1021000000FFD0FF;1.6474477499711858e-39;00;00FF20;03;00;FF;1021000000FFD0FF;8;CFF2000;1;1;8;1;1;1;Proprietary B;No
000001.572173 (000.004123)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 6C 00 03 F0 00 03 00 FF F1 FF 00 00 FF FF 00 FF;000001.572173;00;0019;02048;1;0011F06C0003F0000300FFF1FF0000FFFF00FF;1.6474505525681144e-39;00;00F003;03;00;FF;F1FF0000FFFF00FF;8;CF00300;1;1;8;1;1;1;Electronic Engine Controller 2;J1939 DBC
000001.576067 (000.003894)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 75 00 E5 FE 00 06 00 FF 14 A5 00 00 FF FF FF FF;000001.576067;00;0019;02048;1;0011F07500E5FE000600FF14A50000FFFFFFFF;1.6474631642542934e-39;00;00FEE5;06;00;FF;14A50000FFFFFFFF;8;18FEE500;1;1;8;1;1;1;Engine Hours, Revolutions;J1939 DBC
000001.580590 (000.004523)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 7B 00 03 F0 00 03 05 FF 00 00 00 00 00 00 00 00;000001.580590;00;0019;02048;1;0011F07B0003F0000305FF0000000000000000;1.6474715720450793e-39;00;00F003;03;05;FF;0000000000000000;8;CF00305;1;1;8;1;1;1;Electronic Engine Controller 2;J1939 DBC
000001.584896 (000.004305)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 7D 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.584896;00;0019;02048;1;0011F07D000000000303003900190000000000;1.647474374642008e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.588937 (000.004042)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 7F 00 23 FF 00 03 03 FF 10 10 00 FD 43 FF FF 01;000001.588937;00;0019;02048;1;0011F07F0023FF000303FF101000FD43FFFF01;1.6474771772389366e-39;00;00FF23;03;03;FF;101000FD43FFFF01;8;CFF2303;1;1;8;1;1;1;Proprietary B;No
000001.593514 (000.004577)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 80 00 01 F0 00 06 00 FF FF FF FF 3F FF FF FF FF;000001.593514;00;0019;02048;1;0011F0800001F0000600FFFFFFFF3FFFFFFFFF;1.647478578537401e-39;00;00F001;06;00;FF;FFFFFF3FFFFFFFFF;8;18F00100;1;1;8;1;1;1;Electronic Brake Controller 1;J1939 DBC
000001.597630 (000.004115)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 81 00 04 F0 00 03 00 FF FE 7D 7D 00 00 FF FF FF;000001.597630;00;0019;02048;1;0011F0810004F0000300FFFE7D7D0000FFFFFF;1.6474799798358653e-39;00;00F004;03;00;FF;FE7D7D0000FFFFFF;8;CF00400;1;1;8;1;1;1;Electronic Engine Controller 1;J1939 DBC
000001.601677 (000.004047)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 90 00 20 FF 00 03 00 FF 10 21 00 00 00 FF D0 FF;000001.601677;00;0019;02048;1;0011F0900020FF000300FF1021000000FFD0FF;1.64750099931283e-39;00;00FF20;03;00;FF;1021000000FFD0FF;8;CFF2000;1;1;8;1;1;1;Proprietary B;No
000001.604433 (000.002756)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 91 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.604433;00;0019;02048;1;0011F091000000000303003900190000000000;1.6475024006112945e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.608795 (000.004361)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 93 00 DF FE 00 06 00 FF 81 E0 2E 7D FB FF FF FF;000001.608795;00;0019;02048;1;0011F09300DFFE000600FF81E02E7DFBFFFFFF;1.647505203208223e-39;00;00FEDF;06;00;FF;81E02E7DFBFFFFFF;8;18FEDF00;1;1;8;1;1;1;Electronic Engine Controller 3;J1939 DBC
000001.613309 (000.004514)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 A4 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.613309;00;0019;02048;1;0011F0A4000000000303003900190000000000;1.6475290252821166e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.618512 (000.005203)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 A6 00 23 FF 00 03 03 FF 10 10 00 FD 43 FF FF 01;000001.618512;00;0019;02048;1;0011F0A60023FF000303FF101000FD43FFFF01;1.6475318278790453e-39;00;00FF23;03;03;FF;101000FD43FFFF01;8;CFF2303;1;1;8;1;1;1;Proprietary B;No
000001.622722 (000.004210)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 A8 00 04 F0 00 03 00 FF FE 7D 7D 00 00 FF FF FF;000001.622722;00;0019;02048;1;0011F0A80004F0000300FFFE7D7D0000FFFFFF;1.647534630475974e-39;00;00F004;03;00;FF;FE7D7D0000FFFFFF;8;CF00400;1;1;8;1;1;1;Electronic Engine Controller 1;J1939 DBC
000001.626811 (000.004089)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 B7 00 20 FF 00 03 00 FF 10 21 00 00 00 FF D0 FF;000001.626811;00;0019;02048;1;0011F0B70020FF000300FF1021000000FFD0FF;1.6475556499529388e-39;00;00FF20;03;00;FF;1021000000FFD0FF;8;CFF2000;1;1;8;1;1;1;Proprietary B;No
000001.632414 (000.005602)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 B9 00 00 00 00 03 03 00 39 00 19 00 00 00 00 00;000001.632414;00;0019;02048;1;0011F0B9000000000303003900190000000000;1.6475584525498674e-39;00;000000;03;03;00;3900190000000000;8;C000003;1;1;8;1;1;1;;
000001.636960 (000.004546)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 BC 00 BD FE 00 06 00 FF ED F0 FF FF FF FF FF FF;000001.636960;00;0019;02048;1;0011F0BC00BDFE000600FFEDF0FFFFFFFFFFFF;1.6475626564452604e-39;00;00FEBD;06;00;FF;EDF0FFFFFFFFFFFF;8;18FEBD00;1;1;8;1;1;1;Fan Drive #1;J1939 DBC
000001.642364 (000.005404)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 BD 00 F0 FE 00 06 00 FF FF FF FF 00 00 FF 33 FF;000001.642364;00;0019;02048;1;0011F0BD00F0FE000600FFFFFFFF0000FF33FF;1.6475640577437247e-39;00;00FEF0;06;00;FF;FFFFFF0000FF33FF;8;18FEF000;1;1;8;1;1;1;Power Takeoff Information;J1939 DBC
000001.647429 (000.005065)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 BF 00 00 F0 00 06 0F FF C0 7D FF FF FF FF FF FF;000001.647429;00;0019;02048;1;0011F0BF0000F000060FFFC07DFFFFFFFFFFFF;1.6475668603406534e-39;00;00F000;06;0F;FF;C07DFFFFFFFFFFFF;8;18F0000F;1;1;8;1;1;1;Electronic Retarder Controller 1;J1939 DBC
000001.652164 (000.004735)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 11 F0 CB 00 03 F0 00 03 05 FF 00 00 00 00 00 00 00 00;000001.652164;00;0019;02048;1;0011F0CB0003F0000305FF0000000000000000;1.6475836759222253e-39;00;00F003;03;05;FF;0000000000000000;8;CF00305;1;1;8;1;1;1;Electronic Engine Controller 2;J1939 DBC
